ukbench00000.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
ukbench00556.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,1493.69128906,148.083074181,1835.73684375,1974.39425,114.499050215,-51.8784042925,26.1243169998,-155.106043943,-11.6470274341,1993.52045313,2026.86342187,-43.3664674165,-28.856513625,-14.5681659303,-49.6767538734,-68.7188647993,-78.1606115342,60.1946255727,91.6242209068,21.3944751798,2139.97571875,2359.77779687,41.5978043022,150.011042112,44.5728837917,-17.528392659,16.200566019,-2.50458574561,0.200336404302,-6.81537296561,-14.3962449623,58.0864245405,6.98245794533,177.487635752,108.215385553,2677.02892969,36.7431536205,165.225494544,12.0171047347,75.1241734818,10.8303085876,-8.86850810012,34.9053807427,21.380385277,11.0980474008,58.3624876851,25.3625281247,-9.75152050376,-29.4692517031,-30.6150469078,-29.4907390472,-1.79179132892,-1.51765100342,-24.7316026043,27.3681627205,-41.7432336858,0.440637871762,-5.40722898292,-6.21298950399,-35.3270523754,10.5821208012,-5.71884570815,-14.6513494613,2.87933097946
1,2037.51732812,9.04240038333,1957.07458594,1986.0994375,-1.00297675379,-37.5078364205,11.2370983641,16.8033036188,4.90861259339,2024.63235156,1994.48020313,48.8839415,10.5700353806,27.6994341159,-4.97686059395,-10.7922606353,3.05173476081,11.2567260224,-5.80819781751,49.9798743769,2027.34398437,2019.44507031,-9.542276104,17.8065011187,16.2215246848,60.5944439051,-15.0961985165,21.7973381776,3.45894139363,18.8817085075,52.308650506,36.5780647908,9.56239369216,-15.9175742078,-13.7186213344,2072.28867969,2.34978505764,2.91097827759,47.0242093125,13.4232952894,4.99992705058,-24.2306845536,-37.1509971958,-19.6555739484,-31.9773811542,-10.5361501295,51.2604686653,28.2539714432,1.05896823012,2.86568205142,18.4246891741,19.6374160394,31.2402690376,18.9481458553,24.7021172121,9.49958836177,3.32353018644,3.1211417108,-1.18780674351,8.51708922203,24.4315184592,-12.9600290966,2.922965876,-2.74511731856
2,2170.08679687,-1.91689571864,2164.90364844,2285.547,-24.6928184391,-95.2847281455,9.67388064926,-55.5350189704,31.1163663065,2373.09572656,2376.33867187,84.6786089982,-25.1602565972,60.9075444934,2.57050992631,-20.1221927826,11.8318796628,30.9533636283,-35.7223309011,22.4633615358,2355.22010937,2221.17857031,-27.1220884041,3.96234193403,45.8417732311,53.547992248,-25.0067277869,41.6271591863,6.45360252677,2.9153180736,78.765205325,9.90210791714,31.9869469234,-76.7646239803,-1.65183005653,2047.37102344,-1.30848391257,-105.606376775,60.7405282557,-41.5156091429,3.5511084279,-58.7881697559,-35.5348436522,-51.8557055022,-60.3107078526,5.56756800718,11.6238190167,20.9533681999,-14.2737843068,9.3154182119,-2.40919566758,45.4678210331,-23.8066389361,27.134166612,20.1947036859,-18.2387429946,-17.8237392292,-4.0298954586,-0.452677997007,22.4643078732,16.5394797194,-21.0167235831,5.3657257837,-9.21205223886
ukbench00557.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,887.704765625,-65.8917734124,1653.55970312,1980.80267969,40.0366552287,-47.8966663876,-17.0896195234,-148.158540013,19.9262768649,2014.22135937,2041.74682031,-120.544981139,-84.7299768211,16.8401688805,21.6569018922,-19.9080947972,-17.5831934346,8.78036883467,115.833537275,-18.5974937308,2073.94578125,2387.63104687,101.190358385,127.611505333,-41.7850889028,-44.4905012839,-32.1362807273,-3.0864698445,7.92746921805,42.0191519919,-46.3617640508,-14.2965721642,10.0179995789,134.642242726,105.612712798,2594.77071094,24.9496995241,92.3552471438,-2.99608510587,40.8649327974,-30.2581276045,4.70853232788,-2.87545897817,38.0812599618,-2.32933608713,22.094617615,66.171571865,8.23333437989,-46.2128425537,-30.3277204493,-15.1637502429,16.4335145487,38.3715859971,-48.5310027217,-17.3153020575,21.8240076931,-53.3095750764,-11.795817217,-6.45942856219,-4.56747234362,35.2771507073,7.32515676128,4.64423358642,12.0776232125
1,2016.49847656,5.45503413452,1985.88826562,1981.40886719,15.197139499,-20.6512969973,2.65394411042,-1.07690799516,-14.0893484366,1972.03365625,2010.67563281,35.8993107363,2.59862386647,0.0680449529741,14.1397767597,3.73474344858,-4.57304737917,3.64089370068,6.65117132763,18.075304522,2020.84202344,2003.36763281,-10.0110092113,23.8636987532,-35.105880498,39.0009440794,-14.0199327026,-8.56585213682,-1.41692498599,-4.32012070565,12.8979302833,46.8108114194,17.7763083783,15.3174983396,-13.2210726235,2058.29924219,3.39969339089,22.3606719572,37.7846554622,-29.1965439564,23.5785226325,-10.0950438435,2.40652567043,-47.2686405163,-2.54632331036,-27.4257345099,-16.462401565,33.9888195868,6.92952235716,-1.51027702593,12.9591846487,-33.0558882415,-32.1911474176,5.45633863922,-4.2199998879,-16.9865020091,-27.4999500046,-0.201906607387,-1.88299545768,-27.1893833113,-4.64060599891,20.8586117489,0.945081576722,0.562163676864
2,2092.14322656,5.21032192815,2200.06854687,2220.72230469,5.42279290944,-37.4800631115,-3.06415238117,-64.6045706165,-21.1667230639,2290.3250625,2352.94941406,54.6533749155,-68.9058129123,-0.448336992045,31.1627096042,-1.07542047474,4.85306166452,18.600624958,-34.7442577687,-3.64160885339,2303.14330469,2150.73363281,-26.3191691718,14.0840026059,-15.1956743819,23.5974183464,-19.9498105008,-12.8269555497,-0.848252519315,-9.95483421416,25.1070777401,-11.7218306457,14.9599319678,-62.4411113506,-10.2834825223,2034.70202344,8.88077722224,-66.8500446697,59.9095979509,-89.1808320491,45.2155328171,-8.75250630425,-8.95402123282,-76.2085870471,-33.2991840904,-39.0560488844,-67.7694729866,11.1439668237,-9.16935677358,-4.37165186679,17.2653765578,-40.8292232152,-77.1862888038,10.3940759145,-7.51780907552,-49.9271742843,-3.75280584936,-1.14127586911,2.62714919044,-20.8637758573,8.33591883807,28.5076935261,1.90676071968,-0.403784936132
ukbench00558.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,1239.25060156,255.435213534,1827.33940625,1886.31819531,205.901792145,38.2299934839,15.1077217886,-59.3226473018,91.3085300981,1906.53875,2122.36282812,3.75043582834,-34.1661347726,-4.53812974788,34.9526251746,-3.52173192924,-28.3527390713,49.7625395742,48.249536283,-90.5583427985,2220.95071875,2519.56538281,-41.9117124161,230.779078441,68.4581747753,-31.1886405357,-1.90238911758,7.04708435636,4.90534491836,13.9683502523,46.5267412029,-84.0049485176,6.82029553439,236.130082085,43.6706380979,2777.71745312,11.8519813857,155.483139797,-5.84990888701,49.7946031622,25.0339525488,-8.08751746035,16.4400591189,19.2706132321,20.3854209256,63.6643180033,39.489041108,-7.3930753039,-17.9019902213,-8.195171316,12.0217157365,18.684301072,6.67313582428,-1.03377768174,-10.9025658756,-6.55049385793,44.7926211086,-10.3043356659,-5.85874550986,23.1985075389,2.97827735469,7.57683460301,-4.52423676949,-5.77089870537
1,1972.21313281,8.10052556381,2001.58003125,1917.96364062,16.5080253527,18.5888182559,3.27948467652,-2.7499006815,20.4307488739,2019.31814844,1996.86069531,1.43719878477,46.2579340123,20.4910800011,-4.75181833656,-3.8737243389,-21.4918477016,53.7576006774,-15.9538427528,49.6075168814,1999.44145313,2003.55501562,-22.080901151,24.0972661534,25.5391137858,33.4260755467,-7.37623819603,-1.17837844428,4.17253063169,-9.43444924336,-8.14451118159,58.3040642738,-14.1722787115,8.97514726709,-21.9420942341,2064.73378906,3.70315529711,11.7427344801,65.2058564321,37.8589113851,22.7562226065,2.78234458227,30.453739034,-31.4783711119,24.2821437011,-12.3799518047,41.0031887459,30.8309812834,6.51222672602,-2.08554418076,16.1960046095,-9.75988623676,-54.5928611528,56.6576780362,-26.4116058233,33.9073050758,-0.372769094936,1.04038057027,0.224503707235,13.624070556,66.1190669121,6.87540015046,-1.11757397779,-1.47426224945
2,2048.70147656,11.367245659,2224.91403125,2209.45410938,-11.7229282954,-10.243873862,-5.6014302599,-65.3627316756,28.1689488613,2383.92258594,2300.40141406,25.0410484134,26.0497827792,33.6735142812,-1.57547257839,-4.39003835177,-5.89784507936,83.8519742696,-35.6119583436,87.2808044203,2312.43504687,2174.77957813,-18.3311253316,-14.0161739053,52.5792985971,20.9816812075,-23.8275951251,-1.90075328917,14.0034699173,-13.144368074,-10.0635002404,56.8557328092,18.5440796326,-59.640516213,11.8572872487,2035.31607031,3.68244760587,-64.0479557996,106.95007138,0.887988010377,40.3017107089,-9.91061133131,30.6403550173,-55.8004340417,18.8664712871,-27.0794714065,-8.42916582203,19.8198712104,-7.38133524483,1.27186058323,-13.2008107698,-11.4853982316,-86.0656544529,92.4012441755,-61.3906507594,24.3041021664,-44.2458739091,-1.3432984862,-0.119339929226,-1.89398103301,69.7410915572,3.07746005255,0.258831411086,0.493462477085
ukbench00559.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,1264.15999219,32.8152984329,1640.65835156,1997.74547656,40.9470134606,-150.796407453,11.4483499525,-144.173002627,153.709445389,2118.33492969,2156.655625,192.859236395,83.7717941018,64.4079758476,73.9959459425,28.9410438288,-21.6143594757,46.8768920406,164.179678366,172.619602736,2287.37382812,2526.27099219,107.481479875,161.20655399,39.5176371388,-13.6117005767,13.2572050428,-11.9724560571,17.3235503417,0.59681840931,-15.5237781474,-22.4754387585,21.2331177766,109.393901802,-16.4685099986,2568.15747656,-76.0104064853,-82.3477334659,-110.086649266,-20.1653595742,-93.6503796338,-38.7339549973,-15.5942930648,-13.731053145,-12.9500456903,-50.0852066285,-82.5390830145,-101.902670214,-108.460436182,-78.6244443678,-83.3139670856,-28.1418751746,10.8351679505,-12.5194008393,-42.288016524,15.9729625749,-29.814619273,-67.3789622181,-47.7797379509,-20.5896492003,-0.77341942368,-47.8642644046,-42.9941025545,-19.539719215
1,1969.73250781,-17.7068843527,2002.25819531,1966.671875,-11.5818914975,-22.7300231357,-13.8525043836,-4.03300496183,13.2321270801,2010.09167187,1969.13464062,35.3363869249,28.1279667823,10.6275724024,-16.0712168354,-13.957290185,-18.3707059908,-6.97069961524,-40.7512259423,40.2801356079,2003.73346875,2041.32551562,3.26410308592,8.99800985654,-0.157862475973,-18.7836287296,12.1963278707,-5.29099199278,-3.32066154641,-2.14485836552,-19.376734295,22.7881180625,-16.6221490465,-11.4964590648,-3.54508720269,2056.80610937,-6.4665026826,-10.8413838214,18.7083632313,20.753628222,-31.7681140178,16.4779809899,-6.94066155224,39.3047846821,16.9715305747,-2.90419481241,13.9918533356,-2.55059240219,-2.74409036427,-10.0021975163,1.11889704434,-34.0100672384,-40.1773598017,27.6352096552,9.54753621717,-1.77758028205,-7.53720624712,-6.6769441697,-9.22358624105,-2.63625668894,6.33907635587,-1.61871828787,-6.5442116846,-4.62662868455
2,2080.65328906,45.6282666992,2136.80028906,2178.28690625,-20.2060852228,43.1323505666,41.510679831,-41.199553992,-8.93584961267,2285.79645312,2284.15473437,-5.31870777551,-41.9139153838,30.985637583,31.9662812183,27.3814520818,-9.92774053796,3.76089539362,-122.819476671,-42.5573302205,2267.73534375,2102.21957813,-33.5291344631,-43.848953637,-15.4099864004,-57.4120545936,5.75444657537,16.2967134712,6.40111044081,18.9567252414,-10.4723107483,-6.64111374327,-27.0555567082,-99.7366545793,11.3131589058,2041.58660938,23.997346516,-23.526186185,53.0387911939,-14.5290335185,-4.3082400268,37.5684683724,-15.2363078602,72.3346647081,29.8895731366,25.4324341929,17.6844975295,29.6359961294,11.897104409,17.3227188249,27.9966887098,3.1132408454,-45.1707744921,69.1004004771,39.4601091946,0.43777386957,-6.27972177788,12.8269170107,13.692327072,0.73707141602,17.8424827395,13.3430551447,10.3004548786,5.06865351334
ukbench00560.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,2440.49779687,-152.036417557,2017.33103125,1830.30840625,-161.538122855,99.600609135,15.0319724942,66.0541124928,-81.4099472613,1960.02346875,1865.00516406,-68.6659686563,64.5556592777,18.8774203208,44.9630530118,-40.9452282003,59.20497908,-26.9756718736,-88.4179657255,-114.952536791,1795.21878125,1873.21392969,-136.679889909,-72.3781678469,30.3860355252,-63.67334151,38.4228399828,1.88240163703,-12.0399575463,-7.63838040954,-2.59035183133,16.8119940528,-9.10521862831,-30.0204672131,-249.294542081,2139.36015625,-361.441426007,80.507061001,-3.46211651567,26.1969086022,8.4684262345,34.9071467909,-22.2481853665,23.6964849632,-38.5519316677,-45.7125027382,67.6803167652,-115.238819137,183.36762646,-77.9244138004,31.3575727651,72.6170493782,22.0172315727,-37.1871952248,-1.14823709207,80.6983260583,-13.2871666493,56.1030342135,-6.81090126061,-34.0570481153,-22.0210934745,-50.7999743301,-71.8097094097,0.888000161853
1,1794.38964063,-38.1686443297,1724.35717969,1723.24971875,-51.7511473709,28.1512199501,-9.47692876928,40.1218474109,-41.8297305659,1701.91458594,1711.15394531,-36.8346780424,1.49612459795,-14.84607506,9.09982345835,-0.399428156988,-6.8325794771,-26.5748870339,48.8631347476,-17.8841797614,1759.36744531,1883.88633594,-12.6360582101,34.1244855225,-36.838060499,6.60753721971,-11.735973697,-3.17237568167,0.393225376976,4.62663204955,0.40032181806,9.22461123241,-49.3711552525,12.9863902823,-70.0481017194,1908.72428125,-84.3794232643,3.82825099959,-35.4994669857,15.0245220226,4.25903273832,-12.6797562522,7.22148009041,5.75217875464,4.18232415359,5.41184325154,17.7201125094,4.64645757071,-9.31661376532,2.74250092819,18.3552822241,-21.8990586489,10.9497334517,4.72309681034,-4.95229108492,-7.59946227636,5.72776049171,22.2994741311,8.96709172597,1.85936421852,-3.67690298432,1.9715609244,-7.63867986614,-8.36213503494
2,1830.21345312,-36.5939981666,1853.22533594,1905.709375,-46.2551177047,20.448033303,-8.22176330521,19.8492893801,-52.5867312379,1900.04649219,2062.09757031,-47.7001559156,-8.49445986026,-12.4580255091,0.868393418558,-0.567778299347,1.11112439402,-3.62379263837,22.8757351615,25.4787027347,2010.25528906,2039.81911719,-34.3253745492,-67.4151562046,-38.8888340903,3.03485811068,-5.83974585936,-3.49598460008,3.18812879249,-1.51006179476,-10.3457841466,19.633863867,-96.000700685,-65.2710740748,-61.3809338774,2047.40303125,-34.7166968207,-35.5653905192,-1.16326986541,18.1036185013,11.8331118838,-4.05161555018,1.65753517517,11.817059083,-12.1761503445,32.7682205544,64.0426114536,19.6708419542,-34.9298700383,17.4429179383,13.4525794538,-38.3604753599,-23.8118074063,-0.801337816467,-63.0049694605,-28.5200646257,9.25779962875,10.4629485558,-7.03524743215,-4.89129290753,34.5488185211,-5.87773601021,-19.245530053,-19.7504386409
ukbench00561.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,3066.22539844,-142.027407965,2334.08273437,1912.97727344,-134.820863153,38.7397732527,26.7682726165,61.9359829975,-157.368509095,2036.77846094,1878.53850781,-149.304532341,60.9288167747,11.2404306491,-6.5744192107,3.65301978917,-7.10518571406,-0.42433007284,-10.2714490612,-116.486018293,1781.144375,1809.76907812,-189.473113993,-8.07084515538,-55.2644911812,45.5678889505,-61.7224044737,15.1299562394,7.89619172262,9.86662173165,-74.5236981312,60.7232423004,-65.55314313,95.7538254699,-249.374339424,1778.59721094,-391.910261073,143.829381653,-96.7328453143,-10.8508352952,-66.4343832145,-47.7571527473,46.0471666452,-25.6560069542,3.02404895018,-46.4961266068,109.344484623,-91.920155689,118.364132052,-136.239956793,110.919774901,25.2872754501,12.4691744091,-34.9210444822,-66.0535968962,28.7324437021,-28.8050427602,71.235202195,-29.8440092256,45.8349678107,17.7733642904,-43.4676703234,125.774498104,48.9151731891
1,1915.05671875,-47.6568719595,1802.27567187,1793.51516406,-74.7401278848,31.6549538685,12.4579611295,39.7509369988,-64.6291417651,1722.05500781,1718.21410156,-53.0485314982,21.4759845069,-0.402994060738,-0.411525098107,-7.22389234902,8.30762079547,-8.51624822362,50.7851810281,-28.8238045764,1815.08130469,1852.09729687,-71.264931171,37.5038887423,-39.026551801,-8.07486665475,6.6796889022,0.763245299225,4.09744555713,-6.61579928658,9.3028308863,4.20919122181,-40.0343725394,19.1845023375,-75.1101326882,1894.876625,-62.059645462,5.20120292628,-7.90194167233,28.6973928601,8.02365824005,17.7619582825,-6.06436012487,-5.36306529908,3.95682730863,-12.4872197055,-3.52495492557,1.7870708637,23.7752230755,14.6889335993,5.38067380872,-7.29314148792,17.1389698291,0.866659766062,19.6834887283,-7.20738182083,-10.1027639481,3.74999718296,-24.791290131,1.50086376466,0.150332654979,-1.99090551324,-15.1347675467,-6.12339672471
2,1937.61425,-54.4651931381,1900.33004687,1963.19107031,-73.6646066965,3.47560409954,10.6615828814,11.7900501666,-81.0898002879,1978.13291406,2053.47744531,-45.6470604472,-2.59383197339,5.77886030456,-0.52013228028,-1.79496716128,-7.22154897374,-11.5366498771,-30.7111628887,-5.06617921561,1982.93014844,2015.93095312,-71.2103894447,-49.7648230324,-54.4047032224,1.31314701111,4.04299667683,0.751925867398,2.64836491072,-3.94365641705,19.2942534636,31.016471083,-39.1757183295,-5.25735390104,-76.4295842659,2002.33234375,-58.5176415629,-25.4451212451,9.42984372184,14.1189502553,42.5526727429,-0.719003667882,1.95750531252,-27.9417388449,-18.031179407,-74.2346708419,1.74734372039,26.33728179,-13.9918604723,35.864856426,-0.287958188095,1.00063768104,-25.3672918404,-35.8427132008,49.196916778,-13.1926991638,-1.82580626904,-5.89332622508,-20.4750250871,-5.94030852172,-0.949470389118,1.91260958915,-14.3136306335,5.8508261346
ukbench00562.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,2665.85686719,-319.565415147,2405.89416406,1902.24365625,-374.023269601,8.28979196784,9.84939242688,12.1907642299,-264.432345426,1933.12517969,1921.56225781,-101.175412368,17.7461825759,-85.4439351248,-30.6263801592,-28.375124832,-3.8161503369,-55.3152135444,-4.32983212739,-146.453267142,1853.71679688,1968.3286875,-256.002440377,3.64022103213,-65.5104205984,18.9216802801,39.1586873543,-23.8867565977,-19.3406883127,44.0177370318,-25.3886824248,40.2383588494,-73.8903748814,78.7376999329,-343.484185878,2104.46094531,-395.980095948,233.537307909,-154.368754943,-14.8394589197,-41.8863986521,-4.27841927856,31.2938160833,-3.76284720375,42.8284223213,-31.3373909947,34.0065328742,-79.3066789167,190.627767649,-65.4820379276,53.0848041607,-54.4320104169,-21.3247018037,19.9465614197,13.046811477,50.8582058601,21.3073313178,-52.1872260146,47.6516972484,22.0254796322,-8.83619855098,25.6338733541,-47.7249864109,11.2672341205
1,1849.710875,-71.3282659544,1777.67964063,1781.86457031,-79.6750051179,31.1988366279,-0.593489593031,49.8195225066,-53.4162786827,1731.32115625,1739.97853125,-72.6809212942,37.740318435,11.2547916057,-8.26134949547,-0.405497488731,2.90381133675,-7.49534526134,42.070801237,-52.6775487,1787.0716875,1879.54871875,-57.1532499711,50.1862169233,0.262942353658,17.1207069298,-9.84062097044,7.22995344795,-8.30627199951,-7.22289150649,6.10354784811,-5.69965630684,-28.5113292817,45.2719567111,-79.7878998156,1919.94557812,-76.2824802066,-6.20010872789,-24.2217283363,10.6688050175,15.5410341481,8.39419765983,-2.0168934452,-9.57917361781,6.69378585313,11.0114200846,11.9188040784,-10.600419137,-9.4100180393,-1.71236397402,-3.29991266819,1.08323760413,-2.51979618929,-11.5074705922,-0.513843124123,-10.0219458572,-5.46133858585,6.98821478449,12.4405418456,-4.51699936753,-1.22807706593,-2.04605557372,4.83870390109,5.27718126276
2,1892.6160625,-67.691695274,1904.32989063,1950.97194531,-69.1613435173,2.78275410474,7.17021649112,9.78045889593,-64.7319687462,1933.45453125,2094.77003125,-73.6326851056,-5.07523026925,9.893161955,-3.35296777387,-1.24872972013,-1.64633241184,1.68862822824,28.1012173218,8.64429492226,2031.48684375,2028.0711875,-44.8582489627,-61.6030965867,1.53122409842,11.892182613,0.104525631335,-0.617411916485,-0.919980203503,1.39264052847,9.32706202235,-21.3812075874,-86.4459103436,-47.9825591927,-50.1881865118,2023.99245312,-41.0528346463,-35.7863243907,-3.40940008959,20.573117119,17.6879702319,-12.6072429544,1.47940619079,-1.1776607328,3.5003667248,20.3464762303,18.608675044,8.07596936111,-48.7078944163,-4.58303363038,-2.39863878431,-30.3704976823,-54.975647023,-15.8097628105,-66.6706858733,-30.4723482795,-6.84950658567,10.6046682227,7.97209244141,-3.72275843716,40.7909064889,-2.07341621931,9.85567025901,4.81460969288
ukbench00563.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,2937.40871094,-211.997426242,2591.60126562,2385.2085625,-409.827527263,-56.9220632627,4.16585742705,-2.93914493346,-408.904334466,1869.34214062,1904.84428906,-368.822079896,82.6224961359,30.3713299888,-32.2575208238,-17.7219139921,-38.0388424396,-21.2964939592,80.9048326878,-245.267991925,1937.46935937,2051.68275781,-425.184038062,89.3797427488,-74.9941225811,18.073870298,4.88149494225,-15.3417738573,-14.7297873485,25.6419765456,46.6199154291,32.112978254,-109.844005867,174.646098375,-498.367785206,2201.18690625,-504.379365009,163.134786178,-118.83939135,57.2896091108,-20.5532684329,-9.32028193086,4.22994132478,3.80477361721,-4.51374290192,-14.8893217568,-6.85619573873,8.70921614001,28.3752749656,116.460924522,-104.531159045,13.1062553832,-5.13064234209,31.6050446339,3.642239431,-37.0731797078,29.3385053636,-29.4931697268,-13.4088960953,11.3328021747,26.0425183375,-13.463130664,24.4422821223,-10.4751059484
1,1936.86477344,-65.9188683267,1843.99116406,1781.68809375,-92.7349620226,13.6206750629,19.0396040064,28.1950206238,-94.3792878314,1805.81317969,1783.33786719,-67.4840903162,48.9161384702,6.35085144296,-3.11342982747,-8.33573606968,-8.89020496763,7.3175511236,44.4116761273,-72.0196703846,1828.95077344,1911.74326562,-73.8629857756,51.5466444418,-3.35573677182,-4.1229628644,6.17937344862,0.887841128442,1.79471255211,1.54077016301,-2.36005510218,-1.00953303694,6.03230051866,38.7959120765,-74.5500601196,1937.48145312,-73.6629670451,-10.4840196445,-6.86371546052,-4.32486947179,1.82616553843,-5.04192951382,-9.14655932122,4.23473401325,-10.0928301682,8.84093601274,-7.25952834187,-2.47390534222,-24.1241587424,-4.53208731421,2.84982815342,18.3329727064,15.6346817292,-7.57861526549,-5.81594248169,3.03216748949,4.91222685095,3.70372588296,3.99258014546,1.29138048898,-1.71174301072,-2.72482202854,1.99982756357,-2.09542114539
2,1968.93708594,-43.0956065072,1929.24572656,1924.4335625,-68.8256229241,-10.6522839132,11.0402601154,-2.73335596106,-63.2459748851,1961.19114844,2015.48961719,-57.3143047221,11.5159282617,13.6864484363,2.26747600067,-1.59429224472,-1.48953700738,12.6334396117,-0.527764060527,-43.3748456525,2023.01596094,2026.15654688,-32.1530365759,-13.9378758013,11.5967030041,-3.43890334487,-0.206486785855,-3.63921338186,-2.88217703911,-0.382162964575,-0.828438583306,-5.70637934553,-15.8225766027,-32.8146152134,-39.3236588686,2028.61273437,-20.6708588512,-41.5980867707,-16.0855751745,-4.58017921397,7.379513816,-2.79715315147,0.838123662211,-1.47840358853,-3.67334924926,33.1850695904,4.1158310296,-2.56494982055,-30.888126836,-10.4594326724,10.6906037937,14.9156509393,-2.14773377554,-13.7960575402,-29.8138382562,-1.58718463016,1.69705396832,4.68119052252,6.04057422363,-1.97145075318,-10.6777610675,0.778269406474,-3.06237439229,-2.60493742189
ukbench00564.jpg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,1986.64236719,663.492969833,1980.31464844,1796.533125,570.467317502,137.742278884,-56.1520107484,252.650279056,328.651680732,2071.00485156,2532.02671875,290.241361477,192.822989075,39.2394842523,-135.728400872,-38.6328577043,-61.892807965,182.296044279,294.394330908,69.0798408749,2535.07039063,2474.55077344,41.8805955075,337.07138586,218.778185354,134.912173151,-88.6599665163,91.8732645362,30.5681605013,21.3864355086,105.199086834,65.5959703723,244.912005038,265.620604776,8.67691657999,2266.790875,-53.4870779122,212.118149217,223.726666009,-47.2597689827,7.02639729206,25.9223875576,-15.226368883,22.4255637915,-27.0888636302,60.5068138152,-7.21812392527,215.609187783,170.434774779,248.836915756,22.453595788,143.450028656,-14.6599092528,-22.7748367638,-69.4608232745,71.9199760001,194.590397049,2.91131329775,101.918756715,146.587792043,-17.2830322607,52.1981002283,76.7093404638,48.7970735686
1,2067.26894531,78.0822541062,2015.39994531,1989.61813281,55.1389600413,7.56537100048,-3.2869182639,16.6320700564,37.1731186715,1965.03498438,2002.31075,34.6189399332,-14.2601615596,6.91529740783,-20.5054503146,3.78010992767,-12.6479140339,23.1103698738,18.1685115155,27.5920667031,2000.55389062,2003.76025781,20.3974260059,11.9463846663,6.58441097385,4.85207281988,-0.064523600221,8.79129256658,3.7830681733,-2.99871972857,21.400946481,6.30397848826,-14.2407882297,13.2696552497,16.146193815,2030.4859375,23.9007129196,17.8536069259,-13.0827017474,-7.07304550114,-2.53196472744,-0.522789760135,-3.23620370682,-13.3475347225,-8.39981242596,8.18393250498,-9.15380664168,-10.1997444624,17.7300861551,-12.9811510296,-12.2595245858,11.9920517535,-0.435608009366,-8.4843079277,-8.23400723992,7.10082164274,8.6238313343,-22.0113391663,-0.208386962347,6.76527077781,-2.92792315922,-2.26146860564,7.03497689335,4.76560369418
